image,image_path,gt_index_a,gt_index_b,pred_index_a,pred_index_b,gt_distance_m,pred_distance_m,error_m,abs_error_m,relative_error,abs_relative_error
140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,1,3,0,2,1.2537595281260883,1.2147836369978242,-0.03897589112826405,0.03897589112826405,-0.03108721429740099,0.03108721429740099
140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,1,4,0,4,2.0358042603447473,2.0864431593934536,0.05063889904870633,0.05063889904870633,0.0248741492662615,0.0248741492662615
140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,1,7,0,5,0.5420021306073205,0.4536455149943535,-0.08835661561296698,0.08835661561296698,-0.16301894517271037,0.16301894517271037
140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,1,8,0,6,0.2679711624272801,0.5269241069721351,0.258952944544855,0.258952944544855,0.9663463120406758,0.9663463120406758
140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,1,11,0,7,6.677138483359904,4.783975068849349,-1.8931634145105551,1.8931634145105551,-0.28352915237994647,0.28352915237994647
140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,2,3,3,2,0.7831849396103115,0.6627229817753002,-0.12046195783501135,0.12046195783501135,-0.15381036041748897,0.15381036041748897
140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,2,4,3,4,1.6239364397744342,1.5957025386881274,-0.028233901086306856,0.028233901086306856,-0.017386087530758633,0.017386087530758633
140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,2,7,3,5,0.5194214212185454,0.40920187412705494,-0.11021954709149046,0.11021954709149046,-0.21219676853703695,0.21219676853703695
140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,2,8,3,6,0.7384783923874638,0.8615767402003589,0.12309834781289508,0.12309834781289508,0.16669187491718512,0.16669187491718512
140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,2,11,3,7,6.619504610826542,4.606270293734604,-2.0132343170919382,2.0132343170919382,-0.30413670439917656,0.30413670439917656
140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,3,4,2,4,0.8647816886486556,0.9668073577778032,0.10202566912914768,0.10202566912914768,0.11797852622038899,0.11797852622038899
140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,3,7,2,5,0.8636739007033802,0.8699663953546268,0.006292494651246594,0.006292494651246594,0.0072857297715283,0.0072857297715283
140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,3,8,2,6,1.358941365818839,1.331586751839776,-0.027354613979063025,0.027354613979063025,-0.020129355590393944,0.020129355590393944
140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,3,11,2,7,6.106809083330596,4.24827939068451,-1.8585296926460861,1.8585296926460861,-0.30433728437969465,0.30433728437969465
140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,4,7,4,5,1.5433404056857343,1.6621311017464597,0.11879069606072545,0.11879069606072545,0.0769698607145224,0.0769698607145224
140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,4,8,4,6,2.0739747132893585,2.023502969830447,-0.050471743458911256,0.050471743458911256,-0.024335756427262427,0.024335756427262427
140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,4,11,4,7,5.452984921470903,3.534099553142724,-1.918885368328179,1.918885368328179,-0.35189632760080575,0.35189632760080575
140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,7,8,5,6,0.5331432712833828,0.4916874400527461,-0.041455831230636675,0.041455831230636675,-0.07775739367552023,0.07775739367552023
140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,7,11,5,7,6.195990523122374,4.391489017958022,-1.8045015051643523,1.8045015051643523,-0.29123696984852737,0.29123696984852737
140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\140_jpg.rf.da6c7245ca79dda94549dc9e26d7e220.jpg,8,11,6,7,6.53356403559044,4.357847249219345,-2.175716786371095,2.175716786371095,-0.33300611649618195,0.33300611649618195
141_jpg.rf.9f397ce417a99b64e4d449d55b5b8bb1.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\141_jpg.rf.9f397ce417a99b64e4d449d55b5b8bb1.jpg,0,1,0,1,0.6488140038962343,0.647330566816706,-0.0014834370795283602,0.0014834370795283602,-0.0022863826468295656,0.0022863826468295656
143_jpg.rf.0a850cc26ffd9f86593d83f1bb67787e.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\143_jpg.rf.0a850cc26ffd9f86593d83f1bb67787e.jpg,0,1,1,0,0.6047260997117017,0.6002395613289545,-0.004486538382747152,0.004486538382747152,-0.007419124765552658,0.007419124765552658
144_jpg.rf.6dea04477856a8b115986f08af3dd1ff.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\144_jpg.rf.6dea04477856a8b115986f08af3dd1ff.jpg,0,1,0,2,0.33358531749857906,0.3196045575076154,-0.013980759990963654,0.013980759990963654,-0.04191059755207364,0.04191059755207364
144_jpg.rf.6dea04477856a8b115986f08af3dd1ff.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\144_jpg.rf.6dea04477856a8b115986f08af3dd1ff.jpg,0,2,0,1,0.6418929024468936,0.6539704502312262,0.012077547784332676,0.012077547784332676,0.01881551850517914,0.01881551850517914
144_jpg.rf.6dea04477856a8b115986f08af3dd1ff.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\144_jpg.rf.6dea04477856a8b115986f08af3dd1ff.jpg,0,3,0,3,0.31639424393685506,0.3246846087391517,0.008290364802296668,0.008290364802296668,0.0262026410440995,0.0262026410440995
144_jpg.rf.6dea04477856a8b115986f08af3dd1ff.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\144_jpg.rf.6dea04477856a8b115986f08af3dd1ff.jpg,0,4,0,4,0.5533219636238619,0.6144856808325438,0.06116371720868197,0.06116371720868197,0.1105391096498384,0.1105391096498384
144_jpg.rf.6dea04477856a8b115986f08af3dd1ff.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\144_jpg.rf.6dea04477856a8b115986f08af3dd1ff.jpg,1,2,2,1,0.30979245833236574,0.33516467451222126,0.025372216179855522,0.025372216179855522,0.08190069027643836,0.08190069027643836
144_jpg.rf.6dea04477856a8b115986f08af3dd1ff.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\144_jpg.rf.6dea04477856a8b115986f08af3dd1ff.jpg,1,3,2,3,0.6254147116811957,0.6150772405476764,-0.010337471133519238,0.010337471133519238,-0.01652898619178749,0.01652898619178749
144_jpg.rf.6dea04477856a8b115986f08af3dd1ff.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\144_jpg.rf.6dea04477856a8b115986f08af3dd1ff.jpg,1,4,2,4,0.8520229701489419,0.8799256633505645,0.02790269320162264,0.02790269320162264,0.03274875699271931,0.03274875699271931
144_jpg.rf.6dea04477856a8b115986f08af3dd1ff.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\144_jpg.rf.6dea04477856a8b115986f08af3dd1ff.jpg,2,3,1,3,0.9188614703938196,0.9330432028567511,0.014181732462931529,0.014181732462931529,0.015434026694854565,0.015434026694854565
144_jpg.rf.6dea04477856a8b115986f08af3dd1ff.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\144_jpg.rf.6dea04477856a8b115986f08af3dd1ff.jpg,2,4,1,4,1.134719704469978,1.175384886521037,0.04066518205105907,0.04066518205105907,0.03583720445751277,0.03583720445751277
144_jpg.rf.6dea04477856a8b115986f08af3dd1ff.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\144_jpg.rf.6dea04477856a8b115986f08af3dd1ff.jpg,3,4,3,4,0.23795335041548943,0.29479827115100515,0.056844920735515725,0.056844920735515725,0.2388910290032018,0.2388910290032018
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,0,1,2,3,0.4855997879268512,0.4790380454231227,-0.006561742503728485,0.006561742503728485,-0.013512655208813475,0.013512655208813475
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,0,2,2,0,0.9048730467055194,0.897938752309526,-0.006934294395993357,0.006934294395993357,-0.007663278756329278,0.007663278756329278
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,0,3,2,1,0.3911824855034005,0.3637145361305971,-0.02746794937280339,0.02746794937280339,-0.0702177382442257,0.0702177382442257
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,0,4,2,4,0.457853036735152,0.4207516176945865,-0.037101419040565464,0.037101419040565464,-0.08103346721281444,0.08103346721281444
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,0,6,2,8,2.7832430178843084,2.129786710864302,-0.6534563070200066,0.6534563070200066,-0.23478233945835372,0.23478233945835372
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,0,7,2,7,0.8054381422107068,0.8240209496227731,0.018582807412066304,0.018582807412066304,0.023071675449913006,0.023071675449913006
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,0,11,2,6,8.590763151789599,9.973219775628047,1.3824566238384488,1.3824566238384488,0.1609236105584473,0.1609236105584473
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,0,12,2,5,7.6579446414529,9.176155972177112,1.5182113307242115,1.5182113307242115,0.19825310860907053,0.19825310860907053
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,0,13,2,9,9.254480360876746,10.452926537403112,1.1984461765263656,1.1984461765263656,0.12949902423401197,0.12949902423401197
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,1,2,3,0,0.4435945796436021,0.4348894394383862,-0.0087051402052159,0.0087051402052159,-0.019624090565330814,0.019624090565330814
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,1,3,3,1,0.8650346839528654,0.8380349060523663,-0.026999777900499122,0.026999777900499122,-0.03121236454603282,0.03121236454603282
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,1,4,3,4,0.5535073201966701,0.5361010320921025,-0.01740628810456768,0.01740628810456768,-0.03144725908662408,0.03144725908662408
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,1,6,3,8,2.5266515475897107,1.8514950964329204,-0.6751564511567902,0.6751564511567902,-0.2672139147168327,0.2672139147168327
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,1,7,3,7,0.4960971213976007,0.5303074865022311,0.034210365104630436,0.034210365104630436,0.06895900747872367,0.06895900747872367
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,1,11,3,6,8.69283219093417,10.079100508794337,1.386268317860166,1.386268317860166,0.1594725731972506,0.1594725731972506
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,1,12,3,5,7.854226973436135,9.377228630168018,1.523001656731883,1.523001656731883,0.19390853636937705,0.19390853636937705
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,1,13,3,9,9.228747750116412,10.442600252109692,1.21385250199328,1.21385250199328,0.13152949185093593,0.13152949185093593
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,2,3,0,1,1.2943710163985342,1.260108249838974,-0.03426276655956029,0.03426276655956029,-0.026470591604324713,0.026470591604324713
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,2,4,0,4,0.971931853249587,0.9432324222524147,-0.028699430997172315,0.028699430997172315,-0.0295282337966574,0.0295282337966574
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,2,6,0,8,2.547749682542431,1.8309981087313292,-0.7167515738111019,0.7167515738111019,-0.28132731355925306,0.28132731355925306
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,2,7,0,7,0.6983214542067752,0.6959231395670137,-0.0023983146397614785,0.0023983146397614785,-0.003434399194402139,0.003434399194402139
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,2,11,0,6,8.875124407278822,10.239336505899164,1.3642120986203423,1.3642120986203423,0.15371188459076707,0.15371188459076707
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,2,12,0,5,8.11019130329647,9.614045719527978,1.5038544162315084,1.5038544162315084,0.18542773653443312,0.18542773653443312
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,2,13,0,9,9.304764082073048,10.504937580563332,1.200173498490285,1.200173498490285,0.12898483915380402,0.12898483915380402
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,3,4,1,4,0.599306579276939,0.592393103609376,-0.006913475667562952,0.006913475667562952,-0.011535791373930907,0.011535791373930907
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,3,6,1,8,2.9282950191842962,2.3470380596029545,-0.5812569595813417,0.5812569595813417,-0.1984967210521214,0.1984967210521214
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,3,7,1,7,1.0821419047833563,1.104485594912826,0.022343690129469795,0.022343690129469795,0.020647652614416572,0.020647652614416572
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,3,11,1,6,8.475979667349756,9.92322194385863,1.4472422765088737,1.4472422765088737,0.17074631291103523,0.17074631291103523
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,3,12,1,5,7.471709406645644,9.053093691063845,1.581384284418201,1.581384284418201,0.21164959694653715,0.21164959694653715
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,3,13,1,9,9.239073620173825,10.490352369136867,1.251278748963042,1.251278748963042,0.13543335624372915,0.13543335624372915
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,4,6,4,8,2.359708099913889,1.7599013906309002,-0.5998067092829888,0.5998067092829888,-0.2541868247622988,0.2541868247622988
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,4,7,4,7,0.5151035871519835,0.5395779425596967,0.024474355407713255,0.024474355407713255,0.04751346334633852,0.04751346334633852
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,4,11,4,6,8.396432384097878,9.805705753053653,1.409273368955775,1.409273368955775,0.16784192434215486,0.16784192434215486
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,4,12,4,5,7.499653940178673,9.043262464198284,1.5436085240196107,1.5436085240196107,0.20582396685664078,0.20582396685664078
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,4,13,4,9,9.027396866332769,10.255868702400107,1.2284718360673388,1.2284718360673388,0.13608262207335362,0.13608262207335362
167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,F:\mine\ai_edge_system\data\gas_cylinder\CylinDeRS\test\images\167_jpg.rf.3ef4a127e2533dd22c5f8cdb49b931a6.jpg,6,7,8,7,2.0458729871202195,1.3416597464685502,-0.7042132406516692,0.7042132406516692,-0.3442116128836146,0.3442116128836146
